text,intent
once again having trouble with getting a 404 error,complaint
on hold for two hours and then got disconnected,complaint
just wanted to say great service,praise
absolutely great response,praise
what a excellent support,praise
what a amazing product,praise
had to reach out and say went above and beyond for me,praise
i am having serious issues with the account settings,complaint
does the platform support oauth,question
why is it that getting a 404 error,complaint
looking for help with access my account,question
good day again,greeting
i was wondering about the pricing,question
morning,greeting
it is unacceptable that i cannot access the platform,complaint
what a fantastic product,praise
lightning fast support,praise
the billing page is completely broken,complaint
hello superstar,greeting
i am angry because getting a 404 error,complaint
for the third time now the system is not responding,complaint
truly fantastic product,praise
could you explain recover my password,question
i wanted to let you know resolved in record time,praise
can you help me with download my invoice,question
the customer success team is truly outstanding,praise
hola from a spanish speaking user,greeting
is there a way to trouble signing in,question
delighted to say that fantastic work,praise
good evening mate,greeting
absolutely splendid support,praise
well deserving of a glowing five star review,praise
hi friends,greeting
delighted to say that outstanding customer support,praise
once again having trouble with file upload is extremely slow,complaint
i wanted to let you know superb platform,praise
good morning hi there,greeting
truly incredible resolution,praise
please help me understand password reset not working,question
wonderful product,praise
looking for help with recover my password,question
compelled to share that fantastic work,praise
hi sending you a friendly hello today,greeting
taking a moment to share that very knowledgeable staff,praise
could you explain password reset not working,question
absolutely great support,praise
i see an unexpected charge on my card,complaint
truly incredible experience,praise
delighted to say that top notch quality,praise
how is your day,greeting
absolutely amazing service,praise
absolutely top-notch support,praise
the role permissions keeps crashing on me,complaint
amazing service,praise
absolutely brilliant resolution,praise
absolutely first-class resolution,praise
excellent platform,praise
still experiencing the issue with pages are taking forever to load,complaint
i am having serious issues with the payment system,complaint
warmest afternoon,greeting
absolutely flawless team,praise
please help me understand remove a payment method,question
thrilled to share that excellent support,praise
what a first-class experience,praise
truly extraordinary product,praise
cannot help but mention that no waiting time at all,praise
there is a critical bug in the user management,complaint
friendly hi,greeting
quick question: how to access my account,question
i was wondering about cannot remember my password,question
looking for help with where are the account settings,question
what a remarkable experience,praise
the calendar integration has been broken for days,complaint
i was wondering about edit my profile,question
i am frustrated because response times are terrible,complaint
flawless platform,praise
i am having serious issues with the admin panel,complaint
you have lost a loyal customer,complaint
dropping a note to say great service,praise
is there a way to need to reset my password,question
dropping a note to say resolved in record time,praise
you saved me so much time,praise
warmest greetings,greeting
why is it that your service is down,complaint
konnichiwa,greeting
absolutely magnificent team,praise
formal greeting,greeting
i need help with do you offer a free trial,question
evening today,greeting
need some guidance on change my password,question
why is it that getting a 500 error,complaint
a quick namaste,greeting
i need help with the return policy,question
i am frustrated because the app keeps crashing,complaint
the notifications is not loading properly,complaint
hey everyone,greeting
how have you been,greeting
hello today,greeting
i am really upset that the dashboard is loading too slowly,complaint
quick question: forgot my password,question
had to reach out and say fantastic work,praise
dropping a note to say impressive platform,praise
what a great response,praise
what a exceptional support,praise
hello genius,greeting
absolutely exceptional support,praise
is there a way to how does billing work,question
the reporting tool keeps crashing on me,complaint
is there a way to password reset not working,question
is customer support available on weekends,question
all the reported bugs are now fixed,praise
need some guidance on update my password,question
writing in to compliment very knowledgeable staff,praise
the email verification has been broken for days,complaint
i am really upset that everything is down,complaint
hi help desk,greeting
what a splendid resolution,praise
wanted to give a shoutout for excellent support,praise
where are saved templates stored,question
truly world-class team,praise
i have a question about how long is the free trial,question
the email verification stopped working after the last update,complaint
your lack of response is completely unacceptable,complaint
i am frustrated because i cannot access the platform,complaint
just a bonjour,greeting
i was wondering about download my invoice,question
hi good afternoon,greeting
i keep experiencing problems with it keeps timing out,complaint
i cannot believe that the application is very slow,complaint
can i do conditional logic in formulas,question
cannot help but mention that fantastic work,praise
how to import data,question
the backup system is extremely slow and unusable,complaint
good morning madam,greeting
just a yo,greeting
hey all,greeting
cannot help but mention that incredible team,praise
the data export keeps crashing on me,complaint
i wanted to let you know exceptional service,praise
how do i track conversion rates,question
what a incredible service,praise
once again having trouble with getting a 500 error,complaint
absolutely phenomenal team,praise
how can i change my password,question
why is it that service is completely broken,complaint
cannot use the search feature at all right now,complaint
looking for help with pause my subscription,question
went out of their way to help me succeed,praise
grateful to reach your support today,greeting
how do i set up a subdomain,question
what a impressive support,praise
cannot use the import function at all right now,complaint
hi good morning,greeting
i need help with report a missing item,question
i keep experiencing problems with everything is down,complaint
hey superstar,greeting
does everything as advertised,praise
just wanted to say very knowledgeable staff,praise
good day friend,greeting
how do i configure dns settings,question
taking a moment to share that response was almost instant,praise
where are your servers located,question
i need help with get a refund,question
sdk was simple to implement in my existing project,praise
wanted to take a moment to praise super fast response time,praise
truly terrific response,praise
happy to report that resolved in record time,praise
how do i clean my email list,question
what a outstanding product,praise
absolutely brilliant service,praise
good evening help desk,greeting
quick question: how much does it cost,question
thrilled to share that superb platform,praise
writing in to compliment immediate help was provided,praise
phenomenal resolution,praise
happy to report that wonderful service,praise
happy to report that immediate help was provided,praise
i need help with what payment methods are accepted,question
thrilled to share that support was quick to respond,praise
a quick hiya,greeting
taking a moment to share that remarkable experience,praise
impeccable product,praise
absolutely great resolution,praise
what happens if payment fails,question
i need help with update my password,question
the role permissions is not loading properly,complaint
can i get a detailed breakdown of my charges,question
need some guidance on add a payment method,question
looking for help with see my bill,question
just signed up and wanted to say hello,greeting
need some guidance on where are the account settings,question
hello and welcome,greeting
i just wanted to say a quick hello,greeting
truly magnificent service,praise
why is it that the app is freezing constantly,complaint
i am deeply disappointed that the app is unavailable,complaint
quick question: how to remove a payment method,question
truly outstanding support,praise
what a outstanding experience,praise
ticket response is taking way too long,complaint
absolutely perfect platform,praise
reaching out specifically to say resolved in record time,praise
hello ready to chat,greeting
friendly greetings,greeting
truly incredible platform,praise
data from yesterday is gone,complaint
thrilled to share that very knowledgeable staff,praise
i am angry because the app is freezing constantly,complaint
can you help me with view my invoice,question
how to authenticate with the api,question
can someone please acknowledge my support ticket,complaint
can you help me with update my password,question
is there a desktop app available,question
dropping a note to say outstanding customer support,praise
the free trial convinced me immediately,praise
truly wonderful support,praise
absolutely world-class team,praise
there is a critical bug in the download feature,complaint
the dashboard is loading too slowly,complaint
absolutely disgusted with the service quality,complaint
please help me understand cannot remember my password,question
just wanted to say excellent support,praise
wanted to give a shoutout for got an answer within minutes,praise
the user management is giving me errors constantly,complaint
hi and welcome,greeting
good afternoon hope the rest of your day goes well,greeting
the onboarding flow is extremely slow and unusable,complaint
i need help with how long is the free trial,question
reaching out specifically to say magnificent support,praise
once again having trouble with the app is unavailable,complaint
absolutely outstanding experience,praise
dropping a note to say support was quick to respond,praise
quick question: where are the account settings,question
absolutely wonderful service,praise
hii,greeting
delighted to say that great service,praise
how hard is it to just fix this simple issue,complaint
your servers are down,complaint
the payment system keeps crashing on me,complaint
keep getting redirected to the wrong department,complaint
pleased to connect with your team today,greeting
how to find my account history,question
hi everyone,greeting
taking a moment to share that outstanding customer support,praise
i have a question about how can i login,question
truly world-class support,praise
had to reach out and say superb platform,praise
could you explain get a refund,question
how do i track contact activity,question
why is it that your servers are down,complaint
how do i download a receipt,question
response was almost instant,praise
the integration is completely broken,complaint
hello sir,greeting
hey just wanted to say hi,greeting
good afternoon everyone,greeting
writing in to compliment support was quick to respond,praise
do you accept paypal,question
response was copy pasted and completely useless,complaint
writing in to compliment outstanding customer support,praise
how to disable notifications,question
cannot help but mention that went above and beyond for me,praise
how do i set up mx records,question
how to check delivery status,question
the payment system stopped working after the last update,complaint
cannot use the two factor authentication at all right now,complaint
absolutely superb platform,praise
is there a way to update my password,question
once again having trouble with your servers are down,complaint
how do i schedule an email to send later,question
dropping a note to say magnificent support,praise
there is a critical bug in the onboarding flow,complaint
taking this to social media if not resolved today,complaint
truly excellent support,praise
the automation feature is not loading properly,complaint
taking a moment to share that awesome experience,praise
how to remove a payment method,question
reaching out specifically to say fastest support i have ever experienced,praise
is there a way to where are the account settings,question
the dashboard is completely broken,complaint
hello friend,greeting
what a impeccable response,praise
wanted to give a shoutout for went above and beyond for me,praise
hey long time no chat,greeting
hi happy to reach out,greeting
when will my order arrive,question
stop releasing broken and untested features,complaint
please help me understand track my shipment,question
cannot use the account settings at all right now,complaint
how to update my name,question
what is saml and how do i use it,question
flawless resolution,praise
intuitive and user friendly interface,praise
truly world-class platform,praise
getting excellent roi from this platform,praise
had to reach out and say very helpful team,praise
thrilled to share that fastest support i have ever experienced,praise
brilliant resolution,praise
hello dear,greeting
what a magnificent platform,praise
what is good,greeting
told to clear cache and reinstall but that did not help,complaint
absolutely perfect experience,praise
how does billing work,question
truly phenomenal support,praise
amazing resolution,praise
the reporting tool is extremely slow and unusable,complaint
can you help me with password reset not working,question
can you help me with change shipping address,question
dropping a note to say superb platform,praise
the file upload stopped working after the last update,complaint
happy to chat with you today,greeting
it is unacceptable that the dashboard is loading too slowly,complaint
the audit logs is not loading properly,complaint
hello champion,greeting
need some guidance on password reset not working,question
looking for help with view account details,question
the download feature stopped working after the last update,complaint
had to reach out and say top notch quality,praise
i was wondering about when will i be billed,question
hope the week is treating you well,greeting
compelled to share that resolved in record time,praise
just wanted to say incredible team,praise
could you explain cancel an order,question
taking a moment to share that incredible team,praise
please help me understand my order,question
good afternoon guys,greeting
hi specialist,greeting
how to edit my profile,question
quick question: how to edit my profile,question
need some guidance on access my account,question
terrific experience,praise
the email verification is completely broken,complaint
please help me understand i cannot log in,question
i am angry because file upload is extremely slow,complaint
i keep experiencing problems with the website is not loading,complaint
what a superb team,praise
great resolution,praise
how do i make my account private,question
looking for help with downgrade my plan,question
good morning champion,greeting
absolutely outstanding product,praise
what is happening,greeting
how do i duplicate a template,question
login page is not loading,question
what a first-class platform,praise
howdy partner,greeting
could you explain how much does it cost,question
telling all my colleagues about it,praise
a quick hello from me,greeting
i am deeply disappointed that i cannot access the platform,complaint
wanted to give a shoutout for solved my problem completely,praise
wonderful support,praise
export feature saved me several hours,praise
hi superstar,greeting
i cannot believe that the site is lagging badly,complaint
bring back the old version please,complaint
what a first-class resolution,praise
how do i create a read only view,question
how to apply a promo code,question
how do i recover my password,question
great experience,praise
the onboarding flow has been broken for days,complaint
what a stellar experience,praise
how do i save a filter as a view,question
great support,praise
there is a critical bug in the email verification,complaint
hi sunshine,greeting
how to revoke access from apps,question
i wanted to let you know top notch quality,praise
truly remarkable platform,praise
i am having serious issues with the billing page,complaint
absolutely superb experience,praise
how to cancel my subscription,question
reaching out specifically to say got an answer within minutes,praise
the login page is giving me errors constantly,complaint
incredible product,praise
just wanted to say very helpful team,praise
i have a question about update my profile,question
truly fantastic resolution,praise
can you help me with pause my subscription,question
the import function keeps crashing on me,complaint
cannot thank you enough,praise
welcome and good morning,greeting
the automation feature is extremely slow and unusable,complaint
can i freeze columns in the data view,question
truly top-notch service,praise
cannot help but mention that resolved in record time,praise
taking a moment to share that lightning fast support,praise
mobile app works perfectly and smoothly,praise
superb platform,praise
hi there i hope all is well,greeting
bugs are fixed very quickly here,praise
truly stellar team,praise
could you explain get into my account,question
not working properly at all,complaint
could you explain switch plans,question
once again having trouble with the app is freezing constantly,complaint
i need help with switch plans,question
how to mark a task as complete,question
wanted to take a moment to praise amazing product,praise
thrilled to share that wonderful service,praise
how do i verify my domain,question
flawless response,praise
absolutely excellent service,praise
can you help me with upgrade my plan,question
there is a critical bug in the backup system,complaint
i cannot believe that everything is down,complaint
truly fantastic experience,praise
can i set a spending limit,question
file download is broken,complaint
hi champion,greeting
good evening sir,greeting
the sync feature has been broken for days,complaint
delighted to be in touch with you today,greeting
how do i schedule a recurring task,question
how to use the rest api,question
what is the pricing,question
please listen to your users for once,complaint
how is it going,greeting
truly remarkable service,praise
for the third time now your servers are down,complaint
good evening advisor,greeting
i need help with update my name,question
flawless experience,praise
greetings and salutations,greeting
reporting feature is incredibly useful,praise
had to reach out and say resolved my issue instantly,praise
i need help with password reset not working,question
looking for help with do you offer a free trial,question
what a extraordinary service,praise
quick question: how to view my invoice,question
quick question: how to change profile picture,question
warmest evening,greeting
what a incredible team,praise
this is affecting my business operations seriously,complaint
agent was extremely helpful,praise
reaching out specifically to say super fast response time,praise
i regret choosing your platform,complaint
reaching out specifically to say great service,praise
how do i create an email signature,question
dropping a note to say excellent support,praise
very knowledgeable staff,praise
just wanted to say fantastic work,praise
need some guidance on change my username,question
i was wondering about sign in,question
absolutely impressive response,praise
i am having serious issues with the import function,complaint
what a world-class service,praise
how to archive a project,question
can i use offline mode,question
good morning buddy,greeting
afternoon,greeting
truly incredible support,praise
how do i connect to slack,question
good evening buddy,greeting
good afternoon there,greeting
looking for help with how much does it cost,question
what a superb experience,praise
i wanted to let you know went above and beyond for me,praise
hello i am thrilled to use this service,greeting
cannot create a new account,complaint
afternoon again,greeting
how do i manage my notification preferences,question
best application i have ever used,praise
hey just popping in to greet you,greeting
hey buddy,greeting
the admin panel keeps crashing on me,complaint
i was wondering about cancel an order,question
good evening guys,greeting
need some guidance on cancel my subscription,question
warmest good evening,greeting
how to manage team permissions,question
i have a question about access my account,question
hi advisor,greeting
the export feature is extremely slow and unusable,complaint
hi today,greeting
hello agent,greeting
the role permissions is completely broken,complaint
the import function is extremely slow and unusable,complaint
the scheduled reports keeps crashing on me,complaint
could you explain remove a payment method,question
how are you this morning,greeting
is there a way to what payment methods are accepted,question
the automation feature is giving me errors constantly,complaint
absolutely perfect support,praise
the import function is completely broken,complaint
can i change my billing cycle,question
splendid experience,praise
please help me understand update my name,question
truly extraordinary experience,praise
the old design was much better and easier to use,complaint
given a resolution that made things worse,complaint
how to navigate to billing,question
what a magnificent support,praise
magnificent team,praise
how do i use merge tags in emails,question
how are you hope all is good,greeting
flawless support,praise
i was wondering about exchange a product,question
truly fantastic service,praise
truly extraordinary resolution,praise
truly great platform,praise
having trouble logging in,question
absolutely amazing support,praise
cancel my subscription immediately,complaint
i keep experiencing problems with the application is very slow,complaint
i am having serious issues with the backup system,complaint
truly exceptional service,praise
hey good evening,greeting
what a incredible support,praise
how to restore an archived project,question
hey champion,greeting
where do i send feedback,question
how do i apply a discount code,question
i am frustrated because the system is not responding,complaint
i was wondering about return an item,question
world-class team,praise
absolutely amazing experience,praise
hey hope you are doing fantastic,greeting
is there a way to change my username,question
hi team,greeting
once again having trouble with everything is down,complaint
evening,greeting
what a terrific experience,praise
product quality is excellent,praise
remarkable product,praise
how to change billing address,question
wanted to give a shoutout for impressive platform,praise
important features were removed,complaint
cannot use the billing page at all right now,complaint
how are things this morning,greeting
namaste friend,greeting
automation feature is a complete game changer,praise
how do i request a data processing agreement,question
still experiencing the issue with the website is not loading,complaint
exceptional team,praise
how are things friend,greeting
what a exceptional resolution,praise
i was wondering about update personal information,question
magnificent product,praise
very easy to use,praise
for the third time now the application is very slow,complaint
top marks for outstanding customer service,praise
i was wondering about trouble signing in,question
i keep experiencing problems with response times are terrible,complaint
how do i see who edited a record,question
quick question: how long is the free trial,question
had to reach out and say impressive platform,praise
helped me resolve a very complex problem,praise
wakey wakey,greeting
thrilled to share that went above and beyond for me,praise
how do i set up sso,question
need some guidance on what happens after the trial ends,question
how do i create a team,question
thrilled to share that top notch quality,praise
quick question: i cannot log in,question
wanted to take a moment to praise excellent support,praise
the sync feature is not loading properly,complaint
truly amazing experience,praise
had to reach out and say got an answer within minutes,praise
compelled to share that top notch quality,praise
what a fantastic team,praise
i am frustrated because the dashboard is loading too slowly,complaint
a warm welcome to you,greeting
why is it that response times are terrible,complaint
how to escalate my issue,question
digital hello,greeting
extraordinary product,praise
hi there good afternoon,greeting
i have a question about what is included in the pro plan,question
delighted to say that agent was extremely helpful,praise
a quick greetings,greeting
happy to be talking with someone,greeting
hi everyone hope you are having a great day,greeting
top-notch response,praise
absolutely great product,praise
need some guidance on the return policy,question
what a extraordinary experience,praise
writing in to compliment excellent support,praise
absolutely stellar resolution,praise
you charged me twice,complaint
can you help me with where are the account settings,question
i am having serious issues with the email verification,complaint
absolutely perfect service,praise
how to generate an access token,question
hello i am a new user here,greeting
what happens after the trial ends,question
incredible team,praise
writing in to compliment magnificent support,praise
i keep experiencing problems with your servers are down,complaint
super fast response time,praise
grateful for the quick resolution,praise
hi sending you a friendly greeting,greeting
quick question: what is included in the pro plan,question
how do i connect my form to a third party,question
is there a way to set a new password,question
good afternoon friend,greeting
i keep experiencing problems with the app is freezing constantly,complaint
could you explain login is not working,question
i need help with view my invoice,question
documentation is comprehensive and well written,praise
i am having serious issues with the sync feature,complaint
absolutely amazing response,praise
could you explain cannot remember my password,question
warmest hola,greeting
hi hope someone is available,greeting
how are things,greeting
what are your support hours,question
delighted to say that amazing product,praise
the workflow engine is giving me errors constantly,complaint
hey just wanted to say hi before asking,greeting
absolutely exceptional team,praise
please help me understand forgot my password,question
my account is locked,complaint
happy to report that support was quick to respond,praise
my account shows wrong subscription tier,question
heya again,greeting
truly phenomenal team,praise
once again having trouble with the website is not loading,complaint
i wanted to let you know immediate help was provided,praise
excellent support,praise
wanted to give a shoutout for awesome experience,praise
everything is down,complaint
is there a way to report a missing item,question
what a brilliant support,praise
i was wondering about update my password,question
afternoon today,greeting
outstanding support,praise
the email verification is giving me errors constantly,complaint
what a wonderful product,praise
i have a question about update my name,question
the payment system is not loading properly,complaint
how do i set up email forwarding,question
truly impressive support,praise
how do i set my timezone,question
truly exceptional response,praise
is there a way to track my shipment,question
there is a critical bug in the role permissions,complaint
told all my colleagues to avoid this service,complaint
truly brilliant experience,praise
truly first-class platform,praise
truly terrific team,praise
what a world-class team,praise
phenomenal service,praise
i am angry because getting a 500 error,complaint
the newsletter is genuinely informative,praise
truly phenomenal product,praise
just wanted to say solved my problem completely,praise
dropping a note to say remarkable experience,praise
delighted to say that awesome experience,praise
truly superb support,praise
dropping a note to say no waiting time at all,praise
happy to report that outstanding customer support,praise
wanted to take a moment to praise response was almost instant,praise
i wanted to let you know got an answer within minutes,praise
what a first-class support,praise
absolutely exceptional platform,praise
could you explain change my username,question
the email integration is extremely slow and unusable,complaint
how to set a new password,question
truly brilliant product,praise
absolutely exceptional product,praise
friendly good afternoon,greeting
is there a way to what happens after the trial ends,question
absolutely perfect resolution,praise
i cannot believe that your servers are down,complaint
what a wonderful team,praise
cannot use the file upload at all right now,complaint
already left a one star review because of this,complaint
i opened this ticket ten days ago with no reply,complaint
impeccable support,praise
i need help with reset password,question
i am having serious issues with the login page,complaint
fantastic resolution,praise
the two factor authentication is not loading properly,complaint
looking for help with upgrade my plan,question
truly brilliant resolution,praise
the reporting tool has been broken for days,complaint
writing in to compliment very helpful team,praise
the search feature is not loading properly,complaint
truly superb product,praise
losing work because autosave is broken,complaint
how do i configure spf and dkim,question
what a perfect team,praise
magnificent experience,praise
need some guidance on see my bill,question
i was wondering about login page is not loading,question
writing in to compliment lightning fast support,praise
fastest support i have ever experienced,praise
please help me understand change shipping address,question
the import function has been broken for days,complaint
really impressed by the level of professionalism,praise
how to set up direct debit,question
the interface is confusing and hard to use,complaint
quick question: how to update personal information,question
can you help me with included in the pro plan,question
truly excellent product,praise
could you explain return an item,question
truly perfect resolution,praise
wanted to give a shoutout for fantastic work,praise
pricing is very fair for the immense value provided,praise
i need help with cancel an order,question
cannot use the export feature at all right now,complaint
thrilled to share that agent was extremely helpful,praise
what a impressive service,praise
impressive service,praise
cannot help but mention that agent was extremely helpful,praise
good evening hey there,greeting
is there a way to cancel my subscription,question
just a sup,greeting
taking a moment to share that support was quick to respond,praise
how is it going hope you are well,greeting
absolutely remarkable experience,praise
for the third time now the app keeps crashing,complaint
how to get an api key,question
truly superb service,praise
what a exceptional experience,praise
truly incredible service,praise
cannot help but mention that great service,praise
happy to report that impressive platform,praise
looking for help with how does billing work,question
truly first-class resolution,praise
ciao today,greeting
how do i delete a template,question
wanted to take a moment to praise exceptional service,praise
the login page keeps crashing on me,complaint
hi to the customer care team,greeting
looking for help with forgot my password,question
how to add a payment method,question
good day to you,greeting
hi just wanted to connect,greeting
can you help me with add a payment method,question
i need help with see my bill,question
cannot help but mention that top notch quality,praise
i was wondering about how does billing work,question
hello good morning,greeting
how do i view form responses,question
absolutely perfect team,praise
i keep experiencing problems with the dashboard is loading too slowly,complaint
the download feature is extremely slow and unusable,complaint
i need help with the pricing,question
how to view account details,question
truly superb response,praise
delighted to say that incredible team,praise
truly extraordinary platform,praise
are you gdpr compliant,question
looking for help with what payment methods are accepted,question
the user management is extremely slow and unusable,complaint
compelled to share that outstanding customer support,praise
can you help me with report a missing item,question
this downtime is costing me real money,complaint
absolutely remarkable team,praise
i am being charged for a plan i cancelled,complaint
i have a question about see my bill,question
truly magnificent response,praise
hello there hope all is well,greeting
how do i add a description to a task,question
what a fantastic platform,praise
absolutely splendid response,praise
quick question: password reset not working,question
enthusiastic hello,greeting
truly brilliant platform,praise
i am really upset that service is completely broken,complaint
absolutely flawless response,praise
is there a way to get a refund,question
cannot use the email verification at all right now,complaint
welcome aboard hello,greeting
a quick heya,greeting
i am having serious issues with the api,complaint
greetings today,greeting
good morning sir,greeting
good morning friend,greeting
looking for help with cannot remember my password,question
will renew my subscription happily,praise
world-class platform,praise
what a excellent response,praise
afternoon sunshine,greeting
truly top-notch response,praise
writing in to compliment solved my problem completely,praise
need some guidance on apply a promo code,question
recommended to everyone in my team,praise
what a terrific resolution,praise
i was wondering about add a payment method,question
the account settings has been broken for days,complaint
morning again,greeting
need some guidance on sign in,question
there is a critical bug in the calendar integration,complaint
sup again,greeting
how do i bulk delete emails,question
the admin panel is extremely slow and unusable,complaint
hope you are well,greeting
what a world-class product,praise
namaste again,greeting
perfect support,praise
looking for help with return an item,question
changelog is detailed and very informative,praise
impressive team,praise
what a flawless support,praise
hey today,greeting
wanted to take a moment to praise great service,praise
i wanted to let you know solved my problem completely,praise
delighted to say that got an answer within minutes,praise
how to unlink my social account,question
for the third time now everything is down,complaint
i am having serious issues with the workflow engine,complaint
already tried all the basic troubleshooting steps,complaint
top-notch experience,praise
there is a critical bug in the dashboard,complaint
good morning again,greeting
stellar resolution,praise
cannot use the email integration at all right now,complaint
absolutely magnificent product,praise
truly amazing service,praise
i am really upset that the app is freezing constantly,complaint
what a impressive resolution,praise
impeccable experience,praise
how do i see click through rates,question
dropping a note to say brilliant product,praise
stellar experience,praise
how to turn off auto renewal,question
i was wondering about change my credit card,question
hey friends,greeting
wonderful platform,praise
very frustrated with this product,complaint
warmest good morning,greeting
how to downgrade my plan,question
i was wondering about track my shipment,question
looking for help with change email address,question
truly world-class resolution,praise
how do i resolve import errors,question
the account settings stopped working after the last update,complaint
the admin panel is giving me errors constantly,complaint
writing in to compliment response was almost instant,praise
i am deeply disappointed that getting a 404 error,complaint
cannot help but mention that super fast response time,praise
cannot use the payment system at all right now,complaint
truly great response,praise
just a good day,greeting
the app keeps crashing,complaint
where should i start as a new user,question
truly great experience,praise
the user management is completely broken,complaint
i have a question about how does billing work,question
cheerful hello,greeting
absolutely stellar experience,praise
the audit logs has been broken for days,complaint
just a evening,greeting
how do i appeal a suspended account,question
what a remarkable service,praise
the file upload keeps crashing on me,complaint
compelled to share that very helpful team,praise
how do i tag contacts,question
good afternoon dear,greeting
incredible platform,praise
extraordinary team,praise
the search feature is extremely slow and unusable,complaint
great service,praise
hello sunshine,greeting
incredible response,praise
very reliable platform,praise
switched from a competitor and the difference is night and day,praise
can you help me with recover my password,question
friendly good evening,greeting
trouble signing in,question
how do i remove a user from my account,question
appreciate all the effort put in,praise
can you help me with when will my order arrive,question
what a splendid support,praise
please help me understand reset password,question
hey advisor,greeting
cannot help but mention that superb platform,praise
i was wondering about view my invoice,question
how to set role based access,question
is there a way to switch plans,question
what a outstanding support,praise
reaching out specifically to say agent was extremely helpful,praise
the new update made things worse,complaint
what roles are available in the system,question
taking a moment to share that solved my problem completely,praise
i need help with downgrade my plan,question
i was wondering about change my password,question
absolutely remarkable service,praise
i need help with view account details,question
i need help with my order,question
a quick good evening,greeting
verification email never arrived,complaint
i am having serious issues with the reporting tool,complaint
resolved my issue instantly,praise
is there a way to remove a payment method,question
happy to report that top notch quality,praise
superb product,praise
hey genius,greeting
the download feature is giving me errors constantly,complaint
why is it that everything is down,complaint
taking a moment to share that fantastic work,praise
happy to report that brilliant product,praise
how are things everyone,greeting
what a impeccable support,praise
what a perfect platform,praise
need some guidance on how long is the free trial,question
wanted to take a moment to praise went above and beyond for me,praise
absolutely brilliant platform,praise
delighted to say that magnificent support,praise
glad to have reached support,greeting
phenomenal product,praise
absolutely incredible team,praise
thrilled to share that solved my problem completely,praise
the workflow engine is extremely slow and unusable,complaint
how do i set up deal stages,question
could you explain pause my subscription,question
thrilled to share that lightning fast support,praise
the dashboard is extremely slow and unusable,complaint
looking for help with set a new password,question
what a incredible experience,praise
the workflow engine keeps crashing on me,complaint
extraordinary platform,praise
how to reactivate my account,question
excellent team,praise
hey,greeting
even basic features are not working,complaint
how to update billing information,question
informal hello,greeting
good evening hope you had a good day,greeting
looking for help with my order,question
how to request a custom quote,question
how to find my documents,question
truly first-class experience,praise
hello star,greeting
bright hello,greeting
just a hello,greeting
where can i update my profile,question
is there a way to change my password,question
the product roadmap shows they really listen to users,praise
impeccable resolution,praise
hi once more,greeting
this is not what i signed up for,complaint
hey hero,greeting
absolutely flawless support,praise
quick question: how to get into my account,question
how do i invite teammates,question
wanted to give a shoutout for incredible team,praise
quick question: where can i update my profile,question
truly stellar product,praise
need some guidance on cancel an order,question
i cannot believe that the app keeps crashing,complaint
absolutely impressive experience,praise
need some guidance on edit my profile,question
need some guidance on login is not working,question
good day,greeting
the mobile app has been broken for days,complaint
i have a question about i cannot log in,question
just wanted to say outstanding customer support,praise
absolutely wonderful product,praise
sup everyone,greeting
can you help me with apply a promo code,question
looking for help with login,question
clients are complaining because of your issues,complaint
cannot use the notifications at all right now,complaint
could you explain set a new password,question
i was logged out unexpectedly,complaint
what a amazing service,praise
what a amazing experience,praise
could you explain change my credit card,question
how are things hope all is good,greeting
heya there,greeting
hey i am so glad to have found this platform,greeting
i need help with apply a promo code,question
i was wondering about change my username,question
please help me understand return an item,question
how do i add a formula to a column,question
the user management has been broken for days,complaint
truly perfect support,praise
can you help me with what happens after the trial ends,question
could you explain sign in,question
compelled to share that magnificent support,praise
can i restrict access by location,question
the workflow engine has been broken for days,complaint
please help me understand sign in,question
still experiencing the issue with the app keeps crashing,complaint
the notifications is giving me errors constantly,complaint
splendid platform,praise
i am frustrated because your service is down,complaint
can you help me with track my shipment,question
what is up,greeting
how do i set up ip allowlisting,question
just wanted to say went above and beyond for me,praise
the notifications stopped working after the last update,complaint
truly wonderful platform,praise
thrilled to share that no waiting time at all,praise
writing in to compliment resolved my issue instantly,praise
writing in to compliment resolved in record time,praise
what a terrific support,praise
hi hope your week is going smoothly,greeting
what a impeccable platform,praise
can you help me with need to reset my password,question
outstanding platform,praise
truly remarkable resolution,praise
is there a way to recover my password,question
truly stellar service,praise
the calendar integration stopped working after the last update,complaint
phenomenal platform,praise
taking a moment to share that very helpful team,praise
absolutely extraordinary resolution,praise
writing in to compliment top notch quality,praise
i am having serious issues with the two factor authentication,complaint
the steps in your guide do not match the actual app,complaint
can you help me with update my profile,question
good morning hope you slept well,greeting
what a amazing resolution,praise
how to deactivate my account,question
i wanted to let you know brilliant product,praise
need some guidance on do you offer a free trial,question
why is it that videos are buffering non stop,complaint
stellar team,praise
quick question: how to update my name,question
hi wizard,greeting
truly flawless team,praise
terrific resolution,praise
hello there hope you are doing great,greeting
can you help me with exchange a product,question
i have a question about change my credit card,question
product exceeded all my expectations,praise
how to export my data,question
really appreciate the support,praise
where is the help center,question
good afternoon champion,greeting
warmest ciao,greeting
superb response,praise
absolutely top-notch experience,praise
i am really upset that the website is not loading,complaint
returning to say hi,greeting
quick question: how does billing work,question
you removed a feature i rely on daily without warning,complaint
great user experience design,praise
it is unacceptable that the site is lagging badly,complaint
how do i connect my email to the platform,question
what a phenomenal support,praise
good afternoon agent,greeting
how to report a missing item,question
good morning advisor,greeting
absolutely world-class response,praise
